,split,source_language,target_language
507,train,he 's been working all day long .,il a travaillé toute la journée .
508,train,he 's my partner .,c'est mon associé .
509,train,"he 's kind of cute , is n't he ?","il est assez mignon , n'est-ce pas ?"
510,train,he 's got a boy-next-door look about him .,il a un air de garçon d ' à coté .
511,train,he 's the scapegoat .,c'est lui le bouc émissaire .
512,train,he 's stronger than you .,il est plus fort que toi .
513,train,he 's swimming now .,il est en train de nager .
514,train,he 's a grown man .,c'est un adulte .
515,train,he 's your son .,c'est votre fils .
516,train,he 's on sentry duty .,il est de garde .
517,train,he 's a freelance journalist .,c'est un journaliste indépendant .
518,train,he 's crazy about her .,il est follement épris d'elle .
519,train,he 's not in our group .,il n'est pas dans notre groupe .
520,train,he 's your father .,il est ton père .
521,train,"he 's somewhat hard of hearing , so please speak louder .","il est un peu dur d'oreille , alors veuillez parler plus fort ."
522,train,he 's a slowpoke .,c'est un lambin .
523,train,"he 's rich , but he 's not happy .",il est riche mais il n'est pas heureux .
524,train,he 's such a cold fish .,il est si distant .
525,train,he 's stalling for time .,il gagne du temps .
526,train,he 's in a state of shock .,il est en état de choc .
527,train,he 's the only one who survived .,il est le seul à avoir survécu .
528,train,he 's just arrived .,il vient d'arriver .
529,train,he 's much younger than tom .,il est beaucoup plus jeune que tom .
530,train,he 's an absolute fool .,il est complètement fou .
531,train,he 's a computer nerd .,c'est un informaticien boutonneux .
532,train,he 's such a sweetheart .,il est tellement adorable !
533,train,he 's afraid to dance .,il a peur de danser .
534,train,he 's a bad liar .,il ment mal .
535,train,he 's a democrat fundraiser .,c'est un collecteur de fonds pour le parti démocrate .
536,train,he 's still single .,il est toujours célibataire .
537,train,he 's a good person .,c'est quelqu'un de bien .
538,train,he 's a smooth talker .,c'est un baratineur .
539,train,he 's two years older than mary is .,il a deux ans de plus que mary .
540,train,he 's started writing a novel .,il a commencé à écrire un roman .
541,train,he 's a bit jealous .,il est quelque peu jaloux .
542,train,he 's spending too much time watching tv .,il passe trop de temps à regarder la télé .
543,train,he 's done this before .,il l ' a fait auparavant .
544,train,he 's racking his brains about how to deal with the matter .,il se creuse la tête pour trouver comment régler cette affaire .
545,train,he 's nothing special . just another working stiff .,il n'est rien en particulier . juste un employé comme les autres .
546,train,he 's a jerk .,c'est un pauvre type .
547,train,he 's a cheat and a liar .,c'est un tricheur et un menteur .
548,train,"he 's kind of cute , is n't he ?","il est mignon , dans son genre , non ?"
549,train,he 's been dead ten years .,ça fait dix ans qu'il est mort .
550,val,he 's all right .,il va bien .
551,val,he 's in grave danger .,il est en danger grave .
552,val,he 's making progress .,il fait des progrès .
553,val,he 's about to leave .,il est sur le point de s'en aller .
554,val,he 's my half-brother .,il est mon demi-frère .
555,val,he 's my friend . do you know him ?,c'est mon ami . le connaissez-vous ?
556,val,he 's my best friend .,il est mon meilleur ami .
557,val,he 's addicted to heroin .,il est dépendant à l'héroïne .
558,val,he 's come to make trouble .,il est venu pour causer des ennuis .
559,val,he 's probably sleeping .,"il dort , probablement ."
560,val,he 's a man now .,c'est désormais un homme .
561,val,he 's old enough to be her father .,il est assez vieux pour être son père .
562,val,he 's a famous artist .,c'est un artiste célèbre .
563,val,he 's right here .,il est juste là .
564,val,he 's not here yet .,il n'est pas encore là .
565,val,he 's now a college student .,il est maintenant étudiant en faculté .
566,val,he 's kind of handsome .,il est plutôt beau .
567,val,he 's able to speak japanese .,il sait parler japonais .
568,val,he 's a real man .,c'est un vrai mec .
569,val,he 's a chinese-american .,c'est un étasunien d'origine chinoise .
570,val,he 's a dj .,il est dj .
571,val,he 's rough around the edges .,il est un peu rude aux encoignures .
572,val,he 's probably wrong .,il a probablement tort .
573,val,he 's sure that he 'll pass the next exam .,il est certain de réussir le prochain examen .
574,val,he 's eager to speak to you .,il a hâte de vous parler .
575,val,he 's gone into hiding .,il se cache .
576,val,he 's good at cards .,il est bon aux cartes .
577,val,he 's angry at the world .,il est en colère après le monde .
578,val,he 's an opera lover .,il adore l'opéra .
579,val,he 's just like his grandfather .,il est exactement comme son grand-père .
580,val,he 's a world-class scientist .,c'est un scientifique de niveau international .
581,val,he 's ruthless .,il est sans pitié .
582,val,he 's new in town .,il est nouveau en ville .
583,val,he 's a scriptwriter .,il est scénariste .
584,val,he 's intelligent .,il est intelligent .
585,val,he 's an intelligent young man .,c'est un jeune homme intelligent .
586,val,he 's highly intelligent .,il est doté d'une grande intelligence .
587,val,he 's an interpreter in an international bank .,c'est un interprète dans une banque internationale .
588,val,he 's out taking a walk .,il est dehors en train de se promener .
589,val,he 's already left .,il s'en est déjà allé .
590,val,he 's cleaning his rifle .,il nettoie son fusil .
591,val,he 's addicted to heroin .,il est accro à l'héro .
592,val,he 's a married man .,c'est un homme marié .
593,val,he 's not in .,il n'est pas chez lui .
594,val,he 's very experienced .,il a beaucoup d'expérience .
595,val,he 's old and ugly .,il est vieux et laid .
596,val,he 's not always at home on sundays .,il n'est pas toujours chez lui le dimanche .
597,val,he 's a leading authority in his field .,c'est une pointure dans son domaine .
598,val,he 's the king 's most trusted advisor .,il est le conseiller le plus proche du roi .
599,val,he 's an accredited representative of the canadian government .,il est représentant accrédité du gouvernement canadien .
600,val,he 's my friend .,il est mon ami .
601,val,he 's my hero .,c'est mon héros .
602,val,he 's wearing a new coat .,il porte un nouveau manteau .
603,val,he 's overconfident .,il a trop confiance en lui-même .
604,val,he 's an expert at throwing knives .,c'est un expert du lancer de couteaux .
605,val,he 's away on vacation .,il est absent en congés .
606,val,he 's wearing a white cotton shirt .,il porte une chemise de coton blanc .
607,val,he 's coming .,il arrive .
608,val,he 's got the flu .,il a la grippe .
609,val,he 's mad at everyone .,il est en colère après tout le monde .
610,val,he 's about the same age as you are .,il a environ votre âge .
611,val,he 's not as tall as you are .,il n'est pas aussi grand que toi .
612,val,he 's raking it in .,il s'en fourre plein les fouilles .
613,val,he 's a fast walker .,c'est un marcheur rapide .
614,val,he 's a loose cannon .,c'est un électron libre .
615,val,he 's still at work .,il est encore au travail .
616,val,he 's my new friend .,c'est mon nouvel ami .
617,val,he 's not in yet .,il n'est pas encore là .
618,val,he 's my friend .,c'est mon ami .
619,val,he 's attracted to asian women .,il est attiré par les femmes asiatiques .
620,val,he 's an aristocrat .,il est aristocrate .
621,val,he 's already a man .,c'est déjà un homme .
622,val,he 's about the same age as you are .,il a à peu près le même âge que toi .
623,val,he 's working on it .,il y travaille .
624,val,he 's a freelance journalist .,il est pigiste .
625,val,he 's a sweet guy .,c'est un gentil garçon .
626,val,he 's a talented young director .,c'est un jeune metteur en scène plein de talent .
627,val,he 's not smart enough to add numbers in his head .,il n ' a pas assez de cervelle pour faire des additions de tête .
628,val,he 's three years older than i am .,il a trois ans de plus que moi .
629,val,he 's on his last legs .,il est à bout de force .
630,val,he 's hiding in the closet .,il se cache dans la penderie .
631,val,he 's not stronger than me .,il n'est pas plus fort que moi .
632,val,he 's very likely to be late .,il est très probable qu'il soit en retard .
633,val,he 's a big coward .,c'est un grand lâche .
634,val,he 's three years older than me .,il est trois ans plus vieux que moi .
635,val,he 's gone into hiding .,il se planque .
636,val,he 's better at the piano than i am .,il est meilleur que moi au piano .
637,val,he 's known for that .,il est connu pour cela .
638,val,he 's swiss .,il est suisse .
639,val,he 's an ex-con .,c'est un ancien détenu .
640,val,he 's spending too much time on the computer .,il passe trop de temps à l'ordinateur .
641,val,he 's looking at you .,il vous regarde .
642,val,he 's afraid that he might be late .,il craint d'être en retard .
643,val,he 's going bald .,il devient chauve .
644,val,he 's not all there .,il n'est pas tout à fait là .
645,val,he 's waiting for you at home .,il t'attend chez lui .
646,val,he 's very fond of reading .,il adore la lecture .
647,val,he 's an independent thinker .,c'est un esprit indépendant .
648,val,he 's a creationist .,c'est un créationiste .
649,val,he 's a bigot .,c'est un bigot .
650,val,he 's a meth addict .,il est accro aux méthamphétamines .
651,val,he 's ready to go .,il est prêt à partir .
652,val,he 's aware of his own faults .,il est conscient de ses défauts .
653,val,he 's enjoying himself .,il s'amuse .
654,val,he 's on his way .,il est en route .
655,val,he 's outraged .,il est indigné .
656,val,he 's a strange character .,c'est un drôle de personnage .
657,val,he 's feeling really low .,il a le moral très bas .
658,val,he 's a construction worker .,c'est un travailleur du bâtiment .
659,val,he 's not married .,il n'est pas marié .
660,val,he 's fresh out of college .,il vient de sortir de l'université .
661,val,he 's here for me .,il est ici pour moi .
662,val,he 's offered to help .,il a offert son assistance .
663,val,he 's a weak-willed man .,c'est un homme de faible volonté .
664,val,he 's certain to succeed .,c'est sûr qu'il réussira .
665,val,he 's so thin that he looks like a skeleton .,il est tellement maigre qu'il ressemble à un squelette .
666,val,he 's drunk .,il est soûl .
667,val,he 's attracted to black women .,il est attiré par les négresses .
